,Baths,Beds,Location,Square Meter,base_price,city,country,page,price_usd,property_type,sub_div,Longitude,Latitude
3024,3,2,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",150,16000,Cairo,Egypt,rent,251680.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3025,2,2,"Porto New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",143,23000,Cairo,Egypt,rent,361790.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3026,1,2,"Al Kasr Al Ainy St., Garden City, Cairo",130,13000,Cairo,Egypt,rent,204490.0,Apartment,Garden City,30.048819,31.243666
3027,3,3,"Grand City, Zahraa El Maadi, Hay El Maadi, Cairo",190,13000,Cairo,Egypt,rent,204490.0,Apartment,Hay El Maadi,29.9925522,31.279391600000004
3028,3,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",200,21500,Cairo,Egypt,rent,338195.0,Apartment,Hay El Maadi,30.048819,31.243666
3029,2,3,"Ismail Mohamed St., Zamalek, Cairo",150,15000,Cairo,Egypt,rent,235950.0,Apartment,Zamalek,30.048819,31.243666
3030,3,3,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",275,28000,Cairo,Egypt,rent,440440.0,Apartment,New Cairo City,29.9921014,31.4046293
3031,2,2,"Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo",174,20000,Cairo,Egypt,rent,314600.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3033,3,3,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",205,40000,Cairo,Egypt,rent,629200.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3034,3,3,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",210,28000,Cairo,Egypt,rent,440440.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3035,3,3,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",200,44000,Cairo,Egypt,rent,692120.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3036,4,5,"West Golf, El Katameya Compounds, El Katameya, New Cairo City, Cairo",900,48000,Cairo,Egypt,rent,755040.0,Villa,New Cairo City,29.9921014,31.4046293
3037,2,2,"West Golf, El Katameya Compounds, El Katameya, New Cairo City, Cairo",400,35000,Cairo,Egypt,rent,550550.0,Twin House,New Cairo City,29.9921014,31.4046293
3038,2,2,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",160,30000,Cairo,Egypt,rent,471900.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3039,2,2,"Mohamed Anis St., Zamalek, Cairo",90,18000,Cairo,Egypt,rent,283140.0,Apartment,Zamalek,30.048819,31.243666
3040,3,3,"Porto New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",150,24000,Cairo,Egypt,rent,377520.0,Hotel Apartment,New Cairo City,30.06310285,31.455447475107487
3041,6,2,"Katameya Residence, The 1st Settlement, New Cairo City, Cairo",310,55000,Cairo,Egypt,rent,865150.0,Twin House,New Cairo City,30.02012785,31.498220627134504
3042,3,2,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",210,24000,Cairo,Egypt,rent,377520.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3043,1,2,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",99,8500,Cairo,Egypt,rent,133705.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3045,4,4,"Street 208, Degla, Hay El Maadi, Cairo",600,55000,Cairo,Egypt,rent,865150.0,Villa,Hay El Maadi,29.9925522,31.279391600000004
3046,3,3,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",400,56000,Cairo,Egypt,rent,880880.0,Villa,New Cairo City,29.9921014,31.4046293
3047,2,4,"Ibn Zinky St., Zamalek, Cairo",120,32000,Cairo,Egypt,rent,503360.0,Apartment,Zamalek,30.048819,31.243666
3048,7,3,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",550,120000,Cairo,Egypt,rent,1887600.0,Villa,New Cairo City,29.9921014,31.4046293
3049,3,4,"Mohamed Anis St., Zamalek, Cairo",200,35000,Cairo,Egypt,rent,550550.0,Apartment,Zamalek,30.048819,31.243666
3050,1,1,"Akhnaton St., District 5, The 5th Settlement, New Cairo City, Cairo",120,12000,Cairo,Egypt,rent,188760.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3051,3,3,"Salah Al Din St., Zamalek, Cairo",200,35000,Cairo,Egypt,rent,550550.0,Apartment,Zamalek,30.048819,31.243666
3052,4,4,"Mohamed Maraashly St., Zamalek, Cairo",400,80000,Cairo,Egypt,rent,1258400.0,Villa,Zamalek,30.048819,31.243666
3053,7+,7+,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo","1,500",130000,Cairo,Egypt,rent,2044900.0,Villa,New Cairo City,30.06310285,31.455447475107487
3054,2,3,"Farid Shawky St., Rehab City Third Phase, Al Rehab, New Cairo City, Cairo",108,12000,Cairo,Egypt,rent,188760.0,Apartment,New Cairo City,30.063584,31.4889939
3055,3,3,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",300,22000,Cairo,Egypt,rent,346060.0,Villa,New Cairo City,30.06310285,31.455447475107487
3056,6,4,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",500,120000,Cairo,Egypt,rent,1887600.0,Villa,New Cairo City,29.9921014,31.4046293
3057,2,2,"Mohamed Maraashly St., Zamalek, Cairo",100,26000,Cairo,Egypt,rent,408980.0,Apartment,Zamalek,30.048819,31.243666
3058,7+,7+,"Al Shouyfat, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",750,130000,Cairo,Egypt,rent,2044900.0,Villa,New Cairo City,30.06310285,31.455447475107487
3059,2,2,"Shagaret Al Dor St., Zamalek, Cairo",100,40000,Cairo,Egypt,rent,629200.0,Apartment,Zamalek,30.048819,31.243666
3060,3,3,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",180,35000,Cairo,Egypt,rent,550550.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3062,4,5,"Sarayat Al Maadi, Hay El Maadi, Cairo",400,58000,Cairo,Egypt,rent,912340.0,Apartment,Hay El Maadi,30.048819,31.243666
3063,2,2,"Hassan Assem St., Zamalek, Cairo",90,16000,Cairo,Egypt,rent,251680.0,Apartment,Zamalek,30.048819,31.243666
3064,3,3,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",214,32000,Cairo,Egypt,rent,503360.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3065,2,2,"Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo",150,10000,Cairo,Egypt,rent,157300.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3066,2,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",330,35000,Cairo,Egypt,rent,550550.0,Villa,New Cairo City,30.06310285,31.455447475107487
3067,1,2,"Othmman Ibn Affan St., Rehab City Fifth Phase, Al Rehab, New Cairo City, Cairo",90,10000,Cairo,Egypt,rent,157300.0,Apartment,New Cairo City,30.063584,31.4889939
3068,2,3,"Al Narges 2, Al Narges, New Cairo City, Cairo",230,10000,Cairo,Egypt,rent,157300.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3069,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",200,13750,Cairo,Egypt,rent,216287.5,Apartment,New Cairo City,30.06310285,31.455447475107487
3070,3,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",150,25000,Cairo,Egypt,rent,393250.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3071,4,2,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",315,25000,Cairo,Egypt,rent,393250.0,Twin House,New Cairo City,30.06310285,31.455447475107487
3072,3,2,"Al Narges 2, Al Narges, New Cairo City, Cairo",370,15000,Cairo,Egypt,rent,235950.0,Penthouse,New Cairo City,30.02012785,31.498220627134504
3074,3,2,"El Yasmeen 1, El Yasmeen, New Cairo City, Cairo",200,16000,Cairo,Egypt,rent,251680.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3075,3,,"Tag Sultan, Ring Road, Cairo",240,13500,Cairo,Egypt,rent,212355.0,Apartment,New Cairo City,30.048819,31.243666
3076,3,3,"Fifth Square, North Investors Area, New Cairo City, Cairo",220,14000,Cairo,Egypt,rent,220220.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3078,4,2,"Al Malek El Fadl St., Zamalek, Cairo",400,45000,Cairo,Egypt,rent,707850.0,Duplex,Zamalek,30.048819,31.243666
3079,2,3,"El Banafseg Apartment Buildings, El Banafseg, New Cairo City, Cairo",160,7000,Cairo,Egypt,rent,110110.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3080,3,3,"Hassan Sabri St., Zamalek, Cairo",280,40000,Cairo,Egypt,rent,629200.0,Apartment,Zamalek,30.048819,31.243666
3081,3,3,"El Gezirah St., Zamalek, Cairo",235,31500,Cairo,Egypt,rent,495495.0,Apartment,Zamalek,30.048819,31.243666
3083,4,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",450,30000,Cairo,Egypt,rent,471900.0,Villa,New Cairo City,30.06310285,31.455447475107487
3085,3,3,"Ali Amin St., Rehab City First Phase, Al Rehab, New Cairo City, Cairo",155,15000,Cairo,Egypt,rent,235950.0,Apartment,New Cairo City,30.063584,31.4889939
3087,1,2,"Taher Abo Fasha St., Rehab City First Phase, Al Rehab, New Cairo City, Cairo",100,9500,Cairo,Egypt,rent,149435.0,Apartment,New Cairo City,30.063584,31.4889939
3089,2,2,"Mohamed Mazhar St., Zamalek, Cairo",200,35000,Cairo,Egypt,rent,550550.0,Apartment,Zamalek,30.048819,31.243666
3092,2,2,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",102,8000,Cairo,Egypt,rent,125840.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3093,3,3,"El Banafseg Apartment Buildings, El Banafseg, New Cairo City, Cairo",220,7000,Cairo,Egypt,rent,110110.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3094,2,3,"Abou Hanifa Al Noaman St., Rehab City First Phase, Al Rehab, New Cairo City, Cairo",136,15000,Cairo,Egypt,rent,235950.0,Apartment,New Cairo City,30.063584,31.4889939
3096,2,2,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",145,17000,Cairo,Egypt,rent,267410.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3097,3,3,"Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",300,46000,Cairo,Egypt,rent,723580.0,Duplex,New Cairo City,30.06310285,31.455447475107487
3098,3,2,"Al Mansour Mohamed St., Zamalek, Cairo",200,32000,Cairo,Egypt,rent,503360.0,Apartment,Zamalek,30.048819,31.243666
3099,4,4,"Sarayat Al Maadi, Hay El Maadi, Cairo",280,56000,Cairo,Egypt,rent,880880.0,Apartment,Hay El Maadi,30.048819,31.243666
3100,3,3,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",300,48000,Cairo,Egypt,rent,755040.0,Apartment,New Cairo City,29.9921014,31.4046293
3101,3,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",220,40000,Cairo,Egypt,rent,629200.0,Apartment,Hay El Maadi,30.048819,31.243666
3102,3,3,"Mohamed Maraashly St., Zamalek, Cairo",350,50000,Cairo,Egypt,rent,786500.0,Apartment,Zamalek,30.048819,31.243666
3104,3,4,"Sarayat Al Maadi, Hay El Maadi, Cairo",265,32000,Cairo,Egypt,rent,503360.0,Apartment,Hay El Maadi,30.048819,31.243666
3105,4,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",260,24000,Cairo,Egypt,rent,377520.0,Duplex,New Cairo City,30.06310285,31.455447475107487
3107,3,3,"El Patio 7, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",150,15000,Cairo,Egypt,rent,235950.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3109,5,5,"Maxim, The 1st Settlement, New Cairo City, Cairo",680,85000,Cairo,Egypt,rent,1337050.0,Villa,New Cairo City,30.02012785,31.498220627134504
3110,4,5,"Terencia, Uptown Cairo, Mokattam, Cairo",472,55000,Cairo,Egypt,rent,865150.0,Villa,Mokattam,30.033333,31.283333
3111,5,5,"Hayah Residence, North Teseen St., The 5th Settlement, New Cairo City, Cairo",560,60000,Cairo,Egypt,rent,943800.0,Villa,New Cairo City,30.06310285,31.455447475107487
3112,2,2,"The Village, South Investors Area, New Cairo City, Cairo",146,15000,Cairo,Egypt,rent,235950.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3113,3,3,"Abou Al Feda St., Zamalek, Cairo",200,45000,Cairo,Egypt,rent,707850.0,Apartment,Zamalek,30.048819,31.243666
3114,5,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",360,30000,Cairo,Egypt,rent,471900.0,Villa,New Cairo City,30.06310285,31.455447475107487
3115,3,2,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",127,13000,Cairo,Egypt,rent,204490.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3116,2,4,"Sarayat Al Maadi, Hay El Maadi, Cairo",170,30000,Cairo,Egypt,rent,471900.0,Apartment,Hay El Maadi,30.048819,31.243666
3117,3,,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",180,20000,Cairo,Egypt,rent,314600.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3118,3,3,"Al Shouyfat, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",300,35000,Cairo,Egypt,rent,550550.0,Hotel Apartment,New Cairo City,30.06310285,31.455447475107487
3119,5,7,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",447,96000,Cairo,Egypt,rent,1510080.0,Twin House,New Cairo City,30.02012785,31.498220627134504
3120,3,3,"Talaat Mostafa St., Rehab City Fifth Phase, Al Rehab, New Cairo City, Cairo",160,15000,Cairo,Egypt,rent,235950.0,Apartment,New Cairo City,30.063584,31.4889939
3121,2,2,"Taha Hussein St., Zamalek, Cairo",80,14000,Cairo,Egypt,rent,220220.0,Apartment,Zamalek,30.048819,31.243666
3122,7+,7+,"Al Shouyfat, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",750,25000,Cairo,Egypt,rent,393250.0,Villa,New Cairo City,30.06310285,31.455447475107487
3123,4,3,"Bahgat Ali St. (Ebn Al Nabeh), Zamalek, Cairo",220,45000,Cairo,Egypt,rent,707850.0,Apartment,Zamalek,30.048819,31.243666
3124,1,2,"Bahgat Ali St. (Ebn Al Nabeh), Zamalek, Cairo",90,18000,Cairo,Egypt,rent,283140.0,Apartment,Zamalek,30.048819,31.243666
3125,3,3,"El Gezirah St., Zamalek, Cairo",250,32000,Cairo,Egypt,rent,503360.0,Apartment,Zamalek,30.048819,31.243666
3126,1,2,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",99,12000,Cairo,Egypt,rent,188760.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3127,4,4,"Mirage City, The 1st Settlement, New Cairo City, Cairo",400,33000,Cairo,Egypt,rent,519090.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3128,6,5,"Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",750,114000,Cairo,Egypt,rent,1793220.0,Villa,New Cairo City,30.06310285,31.455447475107487
3129,2,2,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",135,18000,Cairo,Egypt,rent,283140.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3131,4,4,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",650,140000,Cairo,Egypt,rent,2202200.0,Villa,New Cairo City,29.9921014,31.4046293
3132,2,2,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",136,8500,Cairo,Egypt,rent,133705.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3133,1,1,"Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo",88,13000,Cairo,Egypt,rent,204490.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3134,3,3,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",800,73000,Cairo,Egypt,rent,1148290.0,Twin House,New Cairo City,30.06310285,31.455447475107487
3135,2,3,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",122,12000,Cairo,Egypt,rent,188760.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3136,3,2,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",300,37000,Cairo,Egypt,rent,582010.0,Apartment,New Cairo City,29.9921014,31.4046293
3137,2,2,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",180,9000,Cairo,Egypt,rent,141570.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3138,3,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",250,37000,Cairo,Egypt,rent,582010.0,Apartment,Hay El Maadi,30.048819,31.243666
3139,2,3,"Hassan Sabri St., Zamalek, Cairo",275,62000,Cairo,Egypt,rent,975260.0,Apartment,Zamalek,30.048819,31.243666
3140,2,3,"Al Laselky St., El Laselky, New Maadi, Hay El Maadi, Cairo",146,11000,Cairo,Egypt,rent,173030.0,Apartment,Hay El Maadi,29.960331300000004,31.26305504108212
3141,2,2,"Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo",321,18000,Cairo,Egypt,rent,283140.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3142,4,4,"Uptown Cairo Road, Al Abageyah, El Khalifa, Cairo",300,25000,Cairo,Egypt,rent,393250.0,Twin House,El Khalifa,30.0265843,31.251560158233627
3143,4,4,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",136,15000,Cairo,Egypt,rent,235950.0,iVilla,New Cairo City,30.06310285,31.455447475107487
3144,2,2,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",180,25000,Cairo,Egypt,rent,393250.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3146,2,2,"Al Katameya Plaza, The 1st Settlement, New Cairo City, Cairo",120,11500,Cairo,Egypt,rent,180895.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3147,2,2,"The Village, South Investors Area, New Cairo City, Cairo",187,25000,Cairo,Egypt,rent,393250.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3148,2,2,"Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo",345,12000,Cairo,Egypt,rent,188760.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3149,4,3,"Al Imam Zain Al Abdeen St., El Banafseg 9, El Banafseg, New Cairo City, Cairo",200,15000,Cairo,Egypt,rent,235950.0,Duplex,New Cairo City,30.0538553,31.468095
3150,3,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",134,16000,Cairo,Egypt,rent,251680.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3151,2,2,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",355,22000,Cairo,Egypt,rent,346060.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3152,5,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",,27000,Cairo,Egypt,rent,424710.0,Villa,New Cairo City,30.06310285,31.455447475107487
3153,3,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",180,25000,Cairo,Egypt,rent,393250.0,Apartment,Hay El Maadi,30.048819,31.243666
3154,2,2,"Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo",150,16000,Cairo,Egypt,rent,251680.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3155,1,2,"Othmman Ibn Affan St., Rehab City Fifth Phase, Al Rehab, New Cairo City, Cairo",90,7500,Cairo,Egypt,rent,117975.0,Apartment,New Cairo City,30.063584,31.4889939
3156,3,3,"The Water Way, North Investors Area, New Cairo City, Cairo",204,27000,Cairo,Egypt,rent,424710.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3157,2,2,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",170,9000,Cairo,Egypt,rent,141570.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3158,4,3,"Ahmed Orabi St., Rehab City Forth Phase, Al Rehab, New Cairo City, Cairo",400,40000,Cairo,Egypt,rent,629200.0,Villa,New Cairo City,30.063584,31.4889939
3159,2,2,"Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo",146,18000,Cairo,Egypt,rent,283140.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3160,3,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",205,17000,Cairo,Egypt,rent,267410.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3162,2,3,"Degla Square, Degla, Hay El Maadi, Cairo",180,38000,Cairo,Egypt,rent,597740.0,Apartment,Hay El Maadi,29.9925522,31.279391600000004
3163,3,3,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",220,56500,Cairo,Egypt,rent,888745.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3164,5,5,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo","1,000",112000,Cairo,Egypt,rent,1761760.0,Villa,New Cairo City,29.9921014,31.4046293
3165,3,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",280,38000,Cairo,Egypt,rent,597740.0,Apartment,Hay El Maadi,30.048819,31.243666
3166,3,3,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",300,40000,Cairo,Egypt,rent,629200.0,Duplex,New Cairo City,30.06310285,31.455447475107487
3167,5,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",512,30000,Cairo,Egypt,rent,471900.0,Villa,New Cairo City,30.06310285,31.455447475107487
3168,4,4,"Sarayat Al Maadi, Hay El Maadi, Cairo",300,50000,Cairo,Egypt,rent,786500.0,Penthouse,Hay El Maadi,30.048819,31.243666
3169,3,4,"Al Gabalaya St., Zamalek, Cairo",560,96600,Cairo,Egypt,rent,1519518.0,Duplex,Zamalek,30.048819,31.243666
3170,2,2,"Al Gabalaya St., Zamalek, Cairo",280,48000,Cairo,Egypt,rent,755040.0,Apartment,Zamalek,30.048819,31.243666
3171,3,2,"Porto New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",143,16000,Cairo,Egypt,rent,251680.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3172,2,2,"Sarayat Al Maadi, Hay El Maadi, Cairo",380,25000,Cairo,Egypt,rent,393250.0,Apartment,Hay El Maadi,30.048819,31.243666
3173,4,4,"Levana, Uptown Cairo, Mokattam, Cairo",168,25000,Cairo,Egypt,rent,393250.0,Twin House,Mokattam,30.033333,31.283333
3174,2,2,"The Water Way, North Investors Area, New Cairo City, Cairo",186,20000,Cairo,Egypt,rent,314600.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3175,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",280,12000,Cairo,Egypt,rent,188760.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3176,3,4,"Street 206, Degla, Hay El Maadi, Cairo",280,45000,Cairo,Egypt,rent,707850.0,Apartment,Hay El Maadi,29.9925522,31.279391600000004
3177,3,2,"Sarayat Al Maadi, Hay El Maadi, Cairo",165,20000,Cairo,Egypt,rent,314600.0,Apartment,Hay El Maadi,30.048819,31.243666
3178,2,2,"The Village, South Investors Area, New Cairo City, Cairo",254,20000,Cairo,Egypt,rent,314600.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3179,3,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",250,23000,Cairo,Egypt,rent,361790.0,Duplex,New Cairo City,30.06310285,31.455447475107487
3180,3,3,"El Diplomaseen, The 5th Settlement, New Cairo City, Cairo",600,30000,Cairo,Egypt,rent,471900.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3181,5,5,"Street 254, Degla, Hay El Maadi, Cairo",250,75000,Cairo,Egypt,rent,1179750.0,Villa,Hay El Maadi,29.9925522,31.279391600000004
3182,2,3,"Mohamed Rahim St., El Yasmeen 3, El Yasmeen, New Cairo City, Cairo",185,12900,Cairo,Egypt,rent,202917.0,Penthouse,New Cairo City,30.038078,31.450513
3183,3,3,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",230,14000,Cairo,Egypt,rent,220220.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3184,3,3,"Midtown, South Investors Area, New Cairo City, Cairo",146,18000,Cairo,Egypt,rent,283140.0,Penthouse,New Cairo City,30.02012785,31.498220627134504
3185,2,2,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",250,7500,Cairo,Egypt,rent,117975.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3186,3,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",280,60000,Cairo,Egypt,rent,943800.0,Apartment,Hay El Maadi,30.048819,31.243666
3187,3,3,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",200,48000,Cairo,Egypt,rent,755040.0,Apartment,New Cairo City,29.9921014,31.4046293
3188,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",186,23000,Cairo,Egypt,rent,361790.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3189,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",195,15000,Cairo,Egypt,rent,235950.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3190,5,5,"Bellagio, Ext North Inves Area, New Cairo City, Cairo",215,45000,Cairo,Egypt,rent,707850.0,Villa,New Cairo City,30.02012785,31.498220627134504
3191,3,3,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",170,30000,Cairo,Egypt,rent,471900.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3192,2,3,"Degla Square, Degla, Hay El Maadi, Cairo",,33000,Cairo,Egypt,rent,519090.0,Apartment,Hay El Maadi,29.9925522,31.279391600000004
3193,2,3,"Street 210, Degla, Hay El Maadi, Cairo",,24000,Cairo,Egypt,rent,377520.0,Apartment,Hay El Maadi,29.9925522,31.279391600000004
3194,3,2,"Al Katameya Plaza, The 1st Settlement, New Cairo City, Cairo",155,23000,Cairo,Egypt,rent,361790.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3195,3,3,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",215,30000,Cairo,Egypt,rent,471900.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3196,5,5,"Bellagio, Ext North Inves Area, New Cairo City, Cairo",450,45000,Cairo,Egypt,rent,707850.0,Villa,New Cairo City,30.02012785,31.498220627134504
3197,5,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",391,30000,Cairo,Egypt,rent,471900.0,Villa,New Cairo City,30.06310285,31.455447475107487
3198,3,2,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",127,14000,Cairo,Egypt,rent,220220.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3199,3,4,"Suleiman Al Halabi St., El Banafseg 11, El Banafseg, New Cairo City, Cairo",360,32000,Cairo,Egypt,rent,503360.0,Apartment,New Cairo City,30.0538553,31.468095
3201,3,3,"El Sharbatly, The 5th Settlement, New Cairo City, Cairo",250,16000,Cairo,Egypt,rent,251680.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3203,3,2,"Hassan Sabri St., Zamalek, Cairo",150,34000,Cairo,Egypt,rent,534820.0,Apartment,Zamalek,30.048819,31.243666
