,Baths,Beds,Location,Square Meter,base_price,city,country,page,price_usd,property_type,sub_div,Longitude,Latitude
3206,3,3,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",155,12000,Cairo,Egypt,rent,188760.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3208,3,3,"Abou Al Feda St., Zamalek, Cairo",210,31500,Cairo,Egypt,rent,495495.0,Apartment,Zamalek,30.048819,31.243666
3209,4,4,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo","1,200",144000,Cairo,Egypt,rent,2265120.0,Villa,New Cairo City,29.9921014,31.4046293
3210,4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",330,24000,Cairo,Egypt,rent,377520.0,Villa,New Cairo City,30.06310285,31.455447475107487
3212,5,5,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",500,68000,Cairo,Egypt,rent,1069640.0,Villa,New Cairo City,30.02012785,31.498220627134504
3213,5,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",356,30000,Cairo,Egypt,rent,471900.0,Villa,New Cairo City,30.06310285,31.455447475107487
3214,4,3,"90 Avenue, South Investors Area, New Cairo City, Cairo",260,30000,Cairo,Egypt,rent,471900.0,Duplex,New Cairo City,30.02012785,31.498220627134504
3215,5,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",345,55000,Cairo,Egypt,rent,865150.0,Villa,New Cairo City,30.06310285,31.455447475107487
3216,3,3,"Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",300,39000,Cairo,Egypt,rent,613470.0,Duplex,New Cairo City,30.06310285,31.455447475107487
3217,5,4,"Mountain View 1, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",530,72000,Cairo,Egypt,rent,1132560.0,Villa,New Cairo City,30.06310285,31.455447475107487
3218,3,3,"Al Katameya Plaza, The 1st Settlement, New Cairo City, Cairo",244,20000,Cairo,Egypt,rent,314600.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3219,3,3,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",194,25000,Cairo,Egypt,rent,393250.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3220,3,3,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",139,9000,Cairo,Egypt,rent,141570.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3221,2,3,"Al Gabalaya St., Zamalek, Cairo",280,64400,Cairo,Egypt,rent,1013012.0,Apartment,Zamalek,30.048819,31.243666
3222,5,5,"Mountain View 1, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",350,70000,Cairo,Egypt,rent,1101100.0,Twin House,New Cairo City,30.06310285,31.455447475107487
3223,3,3,"Area G, Ganoob El Acadimia, New Cairo City, Cairo",200,9000,Cairo,Egypt,rent,141570.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3224,4,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",225,25000,Cairo,Egypt,rent,393250.0,Duplex,New Cairo City,30.06310285,31.455447475107487
3228,3,3,"Park View, North Investors Area, New Cairo City, Cairo",211,26000,Cairo,Egypt,rent,408980.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3229,4,4,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",600,54000,Cairo,Egypt,rent,849420.0,Villa,New Cairo City,30.06310285,31.455447475107487
3230,4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",320,25000,Cairo,Egypt,rent,393250.0,Twin House,New Cairo City,30.06310285,31.455447475107487
3231,3,4,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",340,22000,Cairo,Egypt,rent,346060.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
3232,2,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",156,12000,Cairo,Egypt,rent,188760.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3233,2,2,"Degla Square, Degla, Hay El Maadi, Cairo",280,26500,Cairo,Egypt,rent,416845.0,Apartment,Hay El Maadi,29.9925522,31.279391600000004
3234,2,3,"Street 202, Degla, Hay El Maadi, Cairo",400,14000,Cairo,Egypt,rent,220220.0,Apartment,Hay El Maadi,29.9925522,31.279391600000004
3235,5,4,"Sarayat Al Maadi, Hay El Maadi, Cairo",88,68000,Cairo,Egypt,rent,1069640.0,Penthouse,Hay El Maadi,30.048819,31.243666
3236,1,1,"The Village, South Investors Area, New Cairo City, Cairo",120,13000,Cairo,Egypt,rent,204490.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3237,1,1,"West Golf, El Katameya Compounds, El Katameya, New Cairo City, Cairo",250,13000,Cairo,Egypt,rent,204490.0,Apartment,New Cairo City,29.9921014,31.4046293
3238,2,2,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",210,25000,Cairo,Egypt,rent,393250.0,Penthouse,New Cairo City,30.06310285,31.455447475107487
3239,3,3,"El Narges Buildings, Al Narges, New Cairo City, Cairo",,6500,Cairo,Egypt,rent,102245.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3240,2,3,"Street 232, Degla, Hay El Maadi, Cairo",145,22000,Cairo,Egypt,rent,346060.0,Apartment,Hay El Maadi,29.9925522,31.279391600000004
3241,3,4,"5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",450,15000,Cairo,Egypt,rent,235950.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3242,4,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",244,37000,Cairo,Egypt,rent,582010.0,Villa,New Cairo City,30.06310285,31.455447475107487
3244,4,4,"Sarayat Al Maadi, Hay El Maadi, Cairo",300,48000,Cairo,Egypt,rent,755040.0,Apartment,Hay El Maadi,30.048819,31.243666
3245,3,3,"Street 16, District 5, The 5th Settlement, New Cairo City, Cairo",240,3300000,Cairo,Egypt,rent,51909000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3246,2,3,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",131,6000,Cairo,Egypt,rent,94380.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3247,3,3,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",196,28000,Cairo,Egypt,rent,440440.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3248,4,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",328,27000,Cairo,Egypt,rent,424710.0,Duplex,New Cairo City,30.06310285,31.455447475107487
3250,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",193,13000,Cairo,Egypt,rent,204490.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3251,4,3,"Al Katameya Plaza, The 1st Settlement, New Cairo City, Cairo",275,22500,Cairo,Egypt,rent,353925.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3252,3,4,"Al Katameya Plaza, The 1st Settlement, New Cairo City, Cairo",275,22000,Cairo,Egypt,rent,346060.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3253,3,3,"Al Shouyfat, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",180,15000,Cairo,Egypt,rent,235950.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3254,5,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",750,28000,Cairo,Egypt,rent,440440.0,Villa,New Cairo City,30.06310285,31.455447475107487
3255,3,3,"Al Shouyfat St., District 1, The 5th Settlement, New Cairo City, Cairo",230,14000,Cairo,Egypt,rent,220220.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3256,4,4,"Sarayat Al Maadi, Hay El Maadi, Cairo",300,45000,Cairo,Egypt,rent,707850.0,Penthouse,Hay El Maadi,30.048819,31.243666
3257,2,2,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",185,12000,Cairo,Egypt,rent,188760.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3258,3,3,"Katameya Hills, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",440,68000,Cairo,Egypt,rent,1069640.0,Villa,New Cairo City,30.06310285,31.455447475107487
3259,5,4,"Grand Residence, South Investors Area, New Cairo City, Cairo",450,42000,Cairo,Egypt,rent,660660.0,Villa,New Cairo City,30.02012785,31.498220627134504
3260,3,3,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",300,57000,Cairo,Egypt,rent,896610.0,Apartment,New Cairo City,29.9921014,31.4046293
3261,1,1,"The Village, South Investors Area, New Cairo City, Cairo",88,16000,Cairo,Egypt,rent,251680.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3262,2,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",450,30000,Cairo,Egypt,rent,471900.0,Villa,New Cairo City,30.06310285,31.455447475107487
3263,1,2,"Ibn Al Haytham St., Rehab City Fifth Phase, Al Rehab, New Cairo City, Cairo",99,5000,Cairo,Egypt,rent,78650.0,Apartment,New Cairo City,30.063584,31.4889939
3264,3,3,"Mohamed Hassanein Heikal St., 6th Zone, Nasr City, Cairo",300,20000,Cairo,Egypt,rent,314600.0,Apartment,Nasr City,30.0521177,31.3422045
3265,2,2,"The Village, South Investors Area, New Cairo City, Cairo",115,25000,Cairo,Egypt,rent,393250.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3266,3,4,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",500,38000,Cairo,Egypt,rent,597740.0,Villa,New Cairo City,30.06310285,31.455447475107487
3267,2,2,"Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo",146,12000,Cairo,Egypt,rent,188760.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3269,5,5,"Sarayat Al Maadi, Hay El Maadi, Cairo",250,35000,Cairo,Egypt,rent,550550.0,Apartment,Hay El Maadi,30.048819,31.243666
3270,5,4,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo","1,000",96000,Cairo,Egypt,rent,1510080.0,Villa,New Cairo City,29.9921014,31.4046293
3271,2,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",500,56000,Cairo,Egypt,rent,880880.0,Penthouse,Hay El Maadi,30.048819,31.243666
3272,3,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",211,73000,Cairo,Egypt,rent,1148290.0,Apartment,Hay El Maadi,30.048819,31.243666
3273,,,"Park View, North Investors Area, New Cairo City, Cairo",,27000,Cairo,Egypt,rent,424710.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3274,4,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",250,35000,Cairo,Egypt,rent,550550.0,Apartment,Hay El Maadi,30.048819,31.243666
3275,5,5,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo","1,000",96000,Cairo,Egypt,rent,1510080.0,Villa,New Cairo City,29.9921014,31.4046293
3276,5,4,"Sarayat Al Maadi, Hay El Maadi, Cairo",500,56000,Cairo,Egypt,rent,880880.0,Penthouse,Hay El Maadi,30.048819,31.243666
3277,2,2,"Street 233, Degla, Hay El Maadi, Cairo",126,14000,Cairo,Egypt,rent,220220.0,Apartment,Hay El Maadi,29.9925522,31.279391600000004
3278,4,4,"West Golf, El Katameya Compounds, El Katameya, New Cairo City, Cairo",350,30000,Cairo,Egypt,rent,471900.0,Duplex,New Cairo City,29.9921014,31.4046293
3279,4,3,"Al Gabalaya St., Zamalek, Cairo",500,115500,Cairo,Egypt,rent,1816815.0,Duplex,Zamalek,30.048819,31.243666
3280,3,2,"Sarayat Al Maadi, Hay El Maadi, Cairo",180,19000,Cairo,Egypt,rent,298870.0,Apartment,Hay El Maadi,30.048819,31.243666
3281,1,1,"Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo",88,10000,Cairo,Egypt,rent,157300.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3282,4,4,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",640,80000,Cairo,Egypt,rent,1258400.0,Villa,New Cairo City,29.9921014,31.4046293
3283,3,2,"Degla Square, Degla, Hay El Maadi, Cairo",180,27000,Cairo,Egypt,rent,424710.0,Apartment,Hay El Maadi,29.9925522,31.279391600000004
3285,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",200,12000,Cairo,Egypt,rent,188760.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3286,2,3,"El Diplomaseen, The 5th Settlement, New Cairo City, Cairo",200,32000,Cairo,Egypt,rent,503360.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3287,2,2,"Brazil St., Zamalek, Cairo",140,27500,Cairo,Egypt,rent,432575.0,Apartment,Zamalek,30.048819,31.243666
3288,3,3,"Aurora, Uptown Cairo, Mokattam, Cairo",208,18000,Cairo,Egypt,rent,283140.0,Apartment,Mokattam,30.033333,31.283333
3289,2,3,"Degla Square, Degla, Hay El Maadi, Cairo",175,38000,Cairo,Egypt,rent,597740.0,Penthouse,Hay El Maadi,29.9925522,31.279391600000004
3290,3,5,"Mostafa Kamel Axis, The 1st Settlement, New Cairo City, Cairo",350,20000,Cairo,Egypt,rent,314600.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3291,2,3,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",119,6000,Cairo,Egypt,rent,94380.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3292,3,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",120,108000,Cairo,Egypt,rent,1698840.0,Villa,Hay El Maadi,30.048819,31.243666
3293,2,2,"Street 231, Degla, Hay El Maadi, Cairo",,12000,Cairo,Egypt,rent,188760.0,Apartment,Hay El Maadi,29.9925522,31.279391600000004
3294,2,2,"Street 231, Degla, Hay El Maadi, Cairo",120,12000,Cairo,Egypt,rent,188760.0,Apartment,Hay El Maadi,29.9925522,31.279391600000004
3295,4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",304,45000,Cairo,Egypt,rent,707850.0,Villa,New Cairo City,30.06310285,31.455447475107487
3297,4,4,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",400,56000,Cairo,Egypt,rent,880880.0,Apartment,New Cairo City,29.9921014,31.4046293
3299,5,4,"Dyar Park, Ext North Inves Area, New Cairo City, Cairo",430,30000,Cairo,Egypt,rent,471900.0,Townhouse,New Cairo City,30.02012785,31.498220627134504
3300,4,3,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",220,25000,Cairo,Egypt,rent,393250.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
3301,2,2,"Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",107,22500,Cairo,Egypt,rent,353925.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3302,3,3,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",212,24000,Cairo,Egypt,rent,377520.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3303,2,2,"The Village, South Investors Area, New Cairo City, Cairo",148,18000,Cairo,Egypt,rent,283140.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3304,1,1,"Ibn Al Nafees St., Rehab City Fifth Phase, Al Rehab, New Cairo City, Cairo",60,5000,Cairo,Egypt,rent,78650.0,Apartment,New Cairo City,30.063584,31.4889939
3305,3,3,"Victoria Square, Degla, Hay El Maadi, Cairo",400,40000,Cairo,Egypt,rent,629200.0,Villa,Hay El Maadi,29.9925522,31.279391600000004
3306,3,3,"North Teseen St., The 5th Settlement, New Cairo City, Cairo",850,360000,Cairo,Egypt,rent,5662800.0,Half Floor,New Cairo City,30.02012785,31.498220627134504
3307,3,3,"Mohamed Fawzi St., Al Narges 7, Al Narges, New Cairo City, Cairo",220,7500,Cairo,Egypt,rent,117975.0,Apartment,New Cairo City,30.16316725,31.694583684837603
3308,6,2,"Al Nakheel, El Shorouk Compounds, Shorouk City, Cairo",850,19000,Cairo,Egypt,rent,298870.0,Villa,Shorouk City,30.11974305,31.606946946156224
3309,3,3,"Uptown Cairo, Mokattam, Cairo",208,18000,Cairo,Egypt,rent,283140.0,Apartment,Mokattam,30.048819,31.243666
3310,5,5,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",396,60000,Cairo,Egypt,rent,943800.0,Villa,New Cairo City,30.02012785,31.498220627134504
3311,5,5,"Swan Lake, The 1st Settlement, New Cairo City, Cairo",440,60000,Cairo,Egypt,rent,943800.0,Villa,New Cairo City,30.02012785,31.498220627134504
3312,3,2,"Porto New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",143,20000,Cairo,Egypt,rent,314600.0,Duplex,New Cairo City,30.06310285,31.455447475107487
3315,1,1,"Al Gabalaya St., Zamalek, Cairo",150,33000,Cairo,Egypt,rent,519090.0,Apartment,Zamalek,30.048819,31.243666
3318,3,3,"Suleiman Al Halabi St., El Banafseg 11, El Banafseg, New Cairo City, Cairo",200,14000,Cairo,Egypt,rent,220220.0,Apartment,New Cairo City,30.0538553,31.468095
3319,4,4,"Zakaria Ahmed St., Rehab City Third Phase, Al Rehab, New Cairo City, Cairo",890,70000,Cairo,Egypt,rent,1101100.0,Villa,New Cairo City,30.063584,31.4889939
3320,1,2,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",92,4500,Cairo,Egypt,rent,70785.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3321,1,2,"Omar Ibn Al Khattab St., Rehab City Forth Phase, Al Rehab, New Cairo City, Cairo",109,5500,Cairo,Egypt,rent,86515.0,Apartment,New Cairo City,30.063584,31.4889939
3324,4,3,"Porto New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",270,25000,Cairo,Egypt,rent,393250.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3325,7,7,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",600,50000,Cairo,Egypt,rent,786500.0,Villa,New Cairo City,30.06310285,31.455447475107487
3326,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",400,40000,Cairo,Egypt,rent,629200.0,Villa,New Cairo City,30.06310285,31.455447475107487
3327,2,2,"The Water Way, North Investors Area, New Cairo City, Cairo",169,33000,Cairo,Egypt,rent,519090.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3328,3,3,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",240,50000,Cairo,Egypt,rent,786500.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
3329,3,3,"Aurora, Uptown Cairo, Mokattam, Cairo",180,15000,Cairo,Egypt,rent,235950.0,Apartment,Mokattam,30.033333,31.283333
3331,3,3,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",151,8000,Cairo,Egypt,rent,125840.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3332,1,2,"One Piece, North Teseen St., The 5th Settlement, New Cairo City, Cairo",150,7000,Cairo,Egypt,rent,110110.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3334,2,2,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",200,14000,Cairo,Egypt,rent,220220.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3335,2,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",154,12000,Cairo,Egypt,rent,188760.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3336,3,2,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",350,27000,Cairo,Egypt,rent,424710.0,Villa,New Cairo City,30.06310285,31.455447475107487
3337,1,3,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",115,6000,Cairo,Egypt,rent,94380.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3338,4,3,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",220,12500,Cairo,Egypt,rent,196625.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3339,2,3,"Al Shaheed Ibrahim Arafa St., El Yasmeen 7, El Yasmeen, New Cairo City, Cairo",200,15000,Cairo,Egypt,rent,235950.0,Apartment,New Cairo City,30.038078,31.450513
3341,1,2,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",115,6000,Cairo,Egypt,rent,94380.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3343,7+,6,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo","1,600",105000,Cairo,Egypt,rent,1651650.0,Villa,New Cairo City,29.9921014,31.4046293
3345,3,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",357,45000,Cairo,Egypt,rent,707850.0,Villa,New Cairo City,30.06310285,31.455447475107487
3346,3,4,"Street 8, District 4, The 5th Settlement, New Cairo City, Cairo",220,12000,Cairo,Egypt,rent,188760.0,Apartment,New Cairo City,30.06310285,31.455447475107487
3347,3,3,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",208,29000,Cairo,Egypt,rent,456170.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3348,5,4,"El Diplomaseen, The 5th Settlement, New Cairo City, Cairo",400,35000,Cairo,Egypt,rent,550550.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3349,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",220,30000,Cairo,Egypt,rent,471900.0,Villa,New Cairo City,30.06310285,31.455447475107487
3350,4,3,"Al Katameya Plaza, The 1st Settlement, New Cairo City, Cairo",276,25000,Cairo,Egypt,rent,393250.0,Apartment,New Cairo City,30.02012785,31.498220627134504
3351,2,3,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",260,17000,Cairo,Egypt,rent,267410.0,Apartment,New Cairo City,30.06310285,31.455447475107487
