Baths,Beds,Location,Square Meter,base_price,city,country,page,price_usd,property_type,sub_div,Longitude,Latitude,geometry
4,5,"Sarayat Al Maadi, Hay El Maadi, Cairo",400,60000, Cairo,Egypt,rent,943800.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
3,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",300,40000, Cairo,Egypt,rent,629200.0,Duplex, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
3,2,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",100,55000, Cairo,Egypt,rent,865150.0,Apartment, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
1,1,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",100,16000, Cairo,Egypt,rent,251680.0,Apartment, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
3,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",300,42000, Cairo,Egypt,rent,660660.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,5,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",800,80000, Cairo,Egypt,rent,1258400.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
2,2,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",140,25000, Cairo,Egypt,rent,393250.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",322,25000, Cairo,Egypt,rent,393250.0,Twin House, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,4,"Al Gabalaya St., Zamalek, Cairo",400,80000, Cairo,Egypt,rent,1258400.0,Apartment, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
4,4,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",457,40000, Cairo,Egypt,rent,629200.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
2,2,"Gobran Khalil Gobran St., Rehab City First Phase, Al Rehab, New Cairo City, Cairo",131,13500, Cairo,Egypt,rent,212355.0,Apartment, New Cairo City,30.063584,31.4889939,POINT (31.4889939 30.063584)
1,2,"Tag Sultan, Ring Road, Cairo",125,7000, Cairo,Egypt,rent,110110.0,Apartment, Ring Road,30.048819,31.243666,POINT (31.243666 30.048819)
3,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",225,31000, Cairo,Egypt,rent,487630.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
1,1,"Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo",88,14000, Cairo,Egypt,rent,220220.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",200,20000, Cairo,Egypt,rent,314600.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,4,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",800,87000, Cairo,Egypt,rent,1368510.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
5,6,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",900,125000, Cairo,Egypt,rent,1966250.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
3,3,"Tawfik Abdel Gawad St., El Yasmeen 5, El Yasmeen, New Cairo City, Cairo",250,10000, Cairo,Egypt,rent,157300.0,Apartment, New Cairo City,30.038078,31.450513,POINT (31.450513 30.038078)
5,5,"Katameya Hills, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",750,60000, Cairo,Egypt,rent,943800.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,2,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",140,18000, Cairo,Egypt,rent,283140.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
4,5,"Bellagio, Ext North Inves Area, New Cairo City, Cairo",350,45000, Cairo,Egypt,rent,707850.0,Townhouse, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
5,5,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo","1,400",155000, Cairo,Egypt,rent,2438150.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
4,5,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",800,85000, Cairo,Egypt,rent,1337050.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
3,2,"Porto New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",143,10000, Cairo,Egypt,rent,157300.0,Duplex, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",356,28000, Cairo,Egypt,rent,440440.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,3,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",250,48000, Cairo,Egypt,rent,755040.0,Apartment, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
4,4,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",308,100000, Cairo,Egypt,rent,1573000.0,Twin House, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
4,4,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",900,96000, Cairo,Egypt,rent,1510080.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
3,3,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",215,20000, Cairo,Egypt,rent,314600.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
3,2,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",200,25000, Cairo,Egypt,rent,393250.0,Apartment, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",450,28000, Cairo,Egypt,rent,440440.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,3,"Park View, North Investors Area, New Cairo City, Cairo",211,25000, Cairo,Egypt,rent,393250.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
2,2,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",135,19000, Cairo,Egypt,rent,298870.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
3,3,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",250,46600, Cairo,Egypt,rent,733018.0,Apartment, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
4,4,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo","1,300",80000, Cairo,Egypt,rent,1258400.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
6,4,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",300,45000, Cairo,Egypt,rent,707850.0,Townhouse, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
3,3,"Tag Sultan, Ring Road, Cairo",165,8000, Cairo,Egypt,rent,125840.0,Apartment, Ring Road,30.048819,31.243666,POINT (31.243666 30.048819)
4,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",260,29000, Cairo,Egypt,rent,456170.0,Duplex, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,2,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",138,15000, Cairo,Egypt,rent,235950.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
3,3,"The Sierras, Uptown Cairo, Mokattam, Cairo",268,22000, Cairo,Egypt,rent,346060.0,Penthouse, Mokattam,30.033333,31.283333,POINT (31.283333 30.033333)
4,4,"Arabella, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",750,60000, Cairo,Egypt,rent,943800.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,5,"Arabella, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",620,64000, Cairo,Egypt,rent,1006720.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
6,6,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo","2,200",175000, Cairo,Egypt,rent,2752750.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
4,5,"Arabella, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",800,75000, Cairo,Egypt,rent,1179750.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,4,"Al Diyar, Al Narges, New Cairo City, Cairo",300,12000, Cairo,Egypt,rent,188760.0,Duplex, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
5,5,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",900,115000, Cairo,Egypt,rent,1808950.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
3,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",300,28800, Cairo,Egypt,rent,453024.0,Duplex, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
3,3,"American University Housing District, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",200,16000, Cairo,Egypt,rent,251680.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,4,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",800,75000, Cairo,Egypt,rent,1179750.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
6,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",500,40000, Cairo,Egypt,rent,629200.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,4,"Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",480,95000, Cairo,Egypt,rent,1494350.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
5,6,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",900,90000, Cairo,Egypt,rent,1415700.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
4,4,"Bellagio, Ext North Inves Area, New Cairo City, Cairo",350,50000, Cairo,Egypt,rent,786500.0,Twin House, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
3,4,"Al Patio 1, North Investors Area, New Cairo City, Cairo",380,35000, Cairo,Egypt,rent,550550.0,Duplex, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",450,39000, Cairo,Egypt,rent,613470.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,3,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",250,49000, Cairo,Egypt,rent,770770.0,Apartment, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
4,5,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",900,80000, Cairo,Egypt,rent,1258400.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",200,17500, Cairo,Egypt,rent,275275.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,4,"Arabella, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",800,110000, Cairo,Egypt,rent,1730300.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,2,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",140,27000, Cairo,Egypt,rent,424710.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
3,2,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",155,10000, Cairo,Egypt,rent,157300.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",360,25000, Cairo,Egypt,rent,393250.0,Duplex, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,2,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",158,32000, Cairo,Egypt,rent,503360.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
4,4,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",800,86000, Cairo,Egypt,rent,1352780.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
3,3,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",250,35000, Cairo,Egypt,rent,550550.0,Townhouse, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,5,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",900,103000, Cairo,Egypt,rent,1620190.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",244,35000, Cairo,Egypt,rent,550550.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
5,5,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo","1,000",92000, Cairo,Egypt,rent,1447160.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
3,4,"Hussein Riad St., Rehab City Third Phase, Al Rehab, New Cairo City, Cairo",700,38000, Cairo,Egypt,rent,597740.0,Villa, New Cairo City,30.063584,31.4889939,POINT (31.4889939 30.063584)
5,4,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",397,30000, Giza,Egypt,rent,471900.0,Duplex, 6 October City,30.1176285,31.367206,POINT (31.367206 30.1176285)
2,2,"The Sierras, Uptown Cairo, Mokattam, Cairo",142,22000, Cairo,Egypt,rent,346060.0,Apartment, Mokattam,30.033333,31.283333,POINT (31.283333 30.033333)
5,5,"Degla Square, Degla, Hay El Maadi, Cairo",700,70000, Cairo,Egypt,rent,1101100.0,Villa, Hay El Maadi,29.9925522,31.279391600000004,POINT (31.2793916 29.9925522)
3,3,"Palm Parks   Palm Hills, South Dahshur Link, 6 October City, Giza",235,20000, Giza,Egypt,rent,314600.0,Apartment, 6 October City,30.1176285,31.367206,POINT (31.367206 30.1176285)
4,5,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",900,88000, Cairo,Egypt,rent,1384240.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
2,2,"Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",160,25000, Cairo,Egypt,rent,393250.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",186,14000, Cairo,Egypt,rent,220220.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,5,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",800,88000, Cairo,Egypt,rent,1384240.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
3,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",270,25000, Cairo,Egypt,rent,393250.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",186,10000, Cairo,Egypt,rent,157300.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,4,"Sarayat Al Maadi, Hay El Maadi, Cairo",300,45000, Cairo,Egypt,rent,707850.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
2,2,"Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo",150,12000, Cairo,Egypt,rent,188760.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
2,2,"Sarayat Al Maadi, Hay El Maadi, Cairo",130,18000, Cairo,Egypt,rent,283140.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
1,2,"Abou Bakr Al Sedeek St., Rehab City Second Phase, Al Rehab, New Cairo City, Cairo",92,10000, Cairo,Egypt,rent,157300.0,Apartment, New Cairo City,30.063584,31.4889939,POINT (31.4889939 30.063584)
3,3,"Street 199, Degla, Hay El Maadi, Cairo",250,18000, Cairo,Egypt,rent,283140.0,Apartment, Hay El Maadi,29.9925522,31.279391600000004,POINT (31.2793916 29.9925522)
3,3,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",280,18000, Giza,Egypt,rent,283140.0,Apartment, 6 October City,30.1176285,31.367206,POINT (31.367206 30.1176285)
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",356,27000, Cairo,Egypt,rent,424710.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
1,1,"The Village, South Investors Area, New Cairo City, Cairo",88,14000, Cairo,Egypt,rent,220220.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
3,3,"Gobran Khalil Gobran St., Rehab City First Phase, Al Rehab, New Cairo City, Cairo",245,24000, Cairo,Egypt,rent,377520.0,Townhouse, New Cairo City,30.063584,31.4889939,POINT (31.4889939 30.063584)
2,3,"The Water Way, North Investors Area, New Cairo City, Cairo",170,25000, Cairo,Egypt,rent,393250.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
1,2,"Mohamed Farid St., Rehab City Forth Phase, Al Rehab, New Cairo City, Cairo",127,18000, Cairo,Egypt,rent,283140.0,Apartment, New Cairo City,30.063584,31.4889939,POINT (31.4889939 30.063584)
4,5,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",600,40000, Cairo,Egypt,rent,629200.0,Villa, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
3,3,"Nile St., Dokki, Giza",180,14000, Giza,Egypt,rent,220220.0,Apartment, Dokki,30.0170039,31.213450800000004,POINT (31.2134508 30.0170039)
3,3,"Palm Parks   Palm Hills, South Dahshur Link, 6 October City, Giza",280,15000, Giza,Egypt,rent,235950.0,Apartment, 6 October City,30.1176285,31.367206,POINT (31.367206 30.1176285)
1,1,"Palm Parks   Palm Hills, South Dahshur Link, 6 October City, Giza",47,10000, Giza,Egypt,rent,157300.0,Apartment, 6 October City,30.1176285,31.367206,POINT (31.367206 30.1176285)
2,2,"Royal Hills, Al Motamayez District, 6 October City, Giza",160,10000, Giza,Egypt,rent,157300.0,Apartment, 6 October City,30.1176285,31.367206,POINT (31.367206 30.1176285)
2,2,"Al Mesaha St., Dokki, Giza",160,19000, Giza,Egypt,rent,298870.0,Apartment, Dokki,30.0170039,31.213450800000004,POINT (31.2134508 30.0170039)
2,3,"Al Tahrir St., Dokki, Giza",,9000, Giza,Egypt,rent,141570.0,Apartment, Dokki,30.0170039,31.213450800000004,POINT (31.2134508 30.0170039)
1,2,"Palm Parks   Palm Hills, South Dahshur Link, 6 October City, Giza",153,15000, Giza,Egypt,rent,235950.0,Apartment, 6 October City,30.1176285,31.367206,POINT (31.367206 30.1176285)
2,3,"Royal Hills, Al Motamayez District, 6 October City, Giza",280,15000, Giza,Egypt,rent,235950.0,Apartment, 6 October City,30.1176285,31.367206,POINT (31.367206 30.1176285)
1,3,"Al Tahrir St., Dokki, Giza",175,8500, Giza,Egypt,rent,133705.0,Apartment, Dokki,30.0170039,31.213450800000004,POINT (31.2134508 30.0170039)
2,4,"Dimashq St., Mohandessin, Giza",120,15000, Giza,Egypt,rent,235950.0,Apartment, Mohandessin,30.0170039,31.213450800000004,POINT (31.2134508 30.0170039)
2,2,"Royal Hills, Al Motamayez District, 6 October City, Giza",750,10000, Giza,Egypt,rent,157300.0,Apartment, 6 October City,30.1176285,31.367206,POINT (31.367206 30.1176285)
7+,7+,"West Golf, El Katameya Compounds, El Katameya, New Cairo City, Cairo",135,65000, Cairo,Egypt,rent,1022450.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
2,2,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",390,18000, Cairo,Egypt,rent,283140.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
4,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",88,33000, Cairo,Egypt,rent,519090.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
